composition	zT	TmP	AtPC	AtPA	V_C	V_A	CovC	CovA	CovDiff	CovRat	EN_C	EN_A	EN_Dif	AW_C	AW_A	AW_Dif	IE_C	IE_A	IE_Dif
Sn1.006Se1	0.008215921	420.5409	0.501495513	0.498504487	14.084	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.006Se1	0.006387412	468.5891	0.501495513	0.498504487	14.084	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.006Se1	0.006694817	516.8242	0.501495513	0.498504487	14.084	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.006Se1	0.012554318	565.987	0.501495513	0.498504487	14.084	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.006Se1	0.031565077	614.6897	0.501495513	0.498504487	14.084	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.006Se1	0.087072347	663.7272	0.501495513	0.498504487	14.084	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.006Se1	0.197881228	712.8425	0.501495513	0.498504487	14.084	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.006Se1	0.382635799	762.132	0.501495513	0.498504487	14.084	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.006Se1	0.61178912	811.642	0.501495513	0.498504487	14.084	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.006Se1	0.584728753	861.3597	0.501495513	0.498504487	14.084	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.006Se1	0.06522118	664.151	0.501495513	0.498504487	14.084	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.002Se1	0.022310736	306.04655	0.5004995	0.4995005	14.028	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.002Se1	0.054274739	372.72713	0.5004995	0.4995005	14.028	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.002Se1	0.071814345	421.6906	0.5004995	0.4995005	14.028	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.002Se1	0.078857753	470.1685	0.5004995	0.4995005	14.028	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.002Se1	0.080405975	518.7806	0.5004995	0.4995005	14.028	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.002Se1	0.096633225	568.1624	0.5004995	0.4995005	14.028	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.002Se1	0.152021937	616.9964	0.5004995	0.4995005	14.028	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.002Se1	0.270655145	666.0066	0.5004995	0.4995005	14.028	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.002Se1	0.46544709	715.1238	0.5004995	0.4995005	14.028	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.002Se1	0.839092392	764.3645	0.5004995	0.4995005	14.028	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn1.002Se1	1.583115065	813.8661	0.5004995	0.4995005	14.028	16	1.41	1.16	0.25	1.215517241	1.96	2.55	-0.59	118.71	78.971	39.739	7.3439	9.7524	-2.4085
Sn0.996Bi0.006Se0.974Br0.026	0.000503397	301.2336	0.5004995	0.4995005	14.118	16.026	1.410299401	1.15948	0.250819401	1.216320593	1.960359281	2.56066	-0.600300719	119.2505411	78.995258	40.25528314	7.343550299	9.8059964	-2.462446101
Sn0.996Bi0.006Se0.974Br0.026	0.000431629	324.53585	0.5004995	0.4995005	14.118	16.026	1.410299401	1.15948	0.250819401	1.216320593	1.960359281	2.56066	-0.600300719	119.2505411	78.995258	40.25528314	7.343550299	9.8059964	-2.462446101
Sn0.996Bi0.006Se0.974Br0.026	0.006299739	508.1307	0.5004995	0.4995005	14.118	16.026	1.410299401	1.15948	0.250819401	1.216320593	1.960359281	2.56066	-0.600300719	119.2505411	78.995258	40.25528314	7.343550299	9.8059964	-2.462446101
Sn0.996Bi0.006Se0.974Br0.026	0.011029011	552.1557	0.5004995	0.4995005	14.118	16.026	1.410299401	1.15948	0.250819401	1.216320593	1.960359281	2.56066	-0.600300719	119.2505411	78.995258	40.25528314	7.343550299	9.8059964	-2.462446101
Sn0.996Bi0.006Se0.974Br0.026	0.021487793	603.4308	0.5004995	0.4995005	14.118	16.026	1.410299401	1.15948	0.250819401	1.216320593	1.960359281	2.56066	-0.600300719	119.2505411	78.995258	40.25528314	7.343550299	9.8059964	-2.462446101
Sn0.996Bi0.006Se0.974Br0.026	0.025353754	652.074	0.5004995	0.4995005	14.118	16.026	1.410299401	1.15948	0.250819401	1.216320593	1.960359281	2.56066	-0.600300719	119.2505411	78.995258	40.25528314	7.343550299	9.8059964	-2.462446101
Sn0.996Bi0.006Se0.974Br0.026	0.050541992	703.9402	0.5004995	0.4995005	14.118	16.026	1.410299401	1.15948	0.250819401	1.216320593	1.960359281	2.56066	-0.600300719	119.2505411	78.995258	40.25528314	7.343550299	9.8059964	-2.462446101
Sn0.996Bi0.006Se0.974Br0.026	0.030092216	753.5967	0.5004995	0.4995005	14.118	16.026	1.410299401	1.15948	0.250819401	1.216320593	1.960359281	2.56066	-0.600300719	119.2505411	78.995258	40.25528314	7.343550299	9.8059964	-2.462446101
Sn0.997Bi0.005Se0.97Br0.03	1.89E-06	300	0.5004995	0.4995005	14.103	16.03	1.410249501	1.1594	0.250849501	1.216361481	1.960299401	2.5623	-0.602000599	119.1604509	78.99899	40.16146095	7.343608583	9.814242	-2.470633417
Sn0.997Bi0.005Se0.97Br0.03	2.18E-05	327.95194	0.5004995	0.4995005	14.103	16.03	1.410249501	1.1594	0.250849501	1.216361481	1.960299401	2.5623	-0.602000599	119.1604509	78.99899	40.16146095	7.343608583	9.814242	-2.470633417
Sn0.997Bi0.005Se0.97Br0.03	0.000290014	376.801	0.5004995	0.4995005	14.103	16.03	1.410249501	1.1594	0.250849501	1.216361481	1.960299401	2.5623	-0.602000599	119.1604509	78.99899	40.16146095	7.343608583	9.814242	-2.470633417
Sn0.997Bi0.005Se0.97Br0.03	0.002554908	426.257	0.5004995	0.4995005	14.103	16.03	1.410249501	1.1594	0.250849501	1.216361481	1.960299401	2.5623	-0.602000599	119.1604509	78.99899	40.16146095	7.343608583	9.814242	-2.470633417
Sn0.997Bi0.005Se0.97Br0.03	0.010126026	475.1987	0.5004995	0.4995005	14.103	16.03	1.410249501	1.1594	0.250849501	1.216361481	1.960299401	2.5623	-0.602000599	119.1604509	78.99899	40.16146095	7.343608583	9.814242	-2.470633417
Sn0.997Bi0.005Se0.97Br0.03	0.024867262	523.9425	0.5004995	0.4995005	14.103	16.03	1.410249501	1.1594	0.250849501	1.216361481	1.960299401	2.5623	-0.602000599	119.1604509	78.99899	40.16146095	7.343608583	9.814242	-2.470633417
Sn0.997Bi0.005Se0.97Br0.03	0.052468683	573.5465	0.5004995	0.4995005	14.103	16.03	1.410249501	1.1594	0.250849501	1.216361481	1.960299401	2.5623	-0.602000599	119.1604509	78.99899	40.16146095	7.343608583	9.814242	-2.470633417
Sn0.997Bi0.005Se0.97Br0.03	0.089679689	622.3756	0.5004995	0.4995005	14.103	16.03	1.410249501	1.1594	0.250849501	1.216361481	1.960299401	2.5623	-0.602000599	119.1604509	78.99899	40.16146095	7.343608583	9.814242	-2.470633417
Sn0.997Bi0.005Se0.97Br0.03	0.137612738	671.2849	0.5004995	0.4995005	14.103	16.03	1.410249501	1.1594	0.250849501	1.216361481	1.960299401	2.5623	-0.602000599	119.1604509	78.99899	40.16146095	7.343608583	9.814242	-2.470633417
Sn0.997Bi0.005Se0.97Br0.03	0.190665534	720.2145	0.5004995	0.4995005	14.103	16.03	1.410249501	1.1594	0.250849501	1.216361481	1.960299401	2.5623	-0.602000599	119.1604509	78.99899	40.16146095	7.343608583	9.814242	-2.470633417
Sn0.997Bi0.005Se0.97Br0.03	0.21376465	769.1076	0.5004995	0.4995005	14.103	16.03	1.410249501	1.1594	0.250849501	1.216361481	1.960299401	2.5623	-0.602000599	119.1604509	78.99899	40.16146095	7.343608583	9.814242	-2.470633417
Sn0.988Bi0.01Se0.98Br0.02	6.39E-05	309.26357	0.499499499	0.500500501	14.122	16.02	1.410501002	1.1596	0.250901002	1.216368577	1.960601202	2.5582	-0.597598798	119.6145127	78.98966	40.62485273	7.34331483	9.793628	-2.45031317
Sn0.988Bi0.01Se0.98Br0.02	0.000124743	326.04619	0.499499499	0.500500501	14.122	16.02	1.410501002	1.1596	0.250901002	1.216368577	1.960601202	2.5582	-0.597598798	119.6145127	78.98966	40.62485273	7.34331483	9.793628	-2.45031317
Sn0.988Bi0.01Se0.98Br0.02	0.00063689	373.6509	0.499499499	0.500500501	14.122	16.02	1.410501002	1.1596	0.250901002	1.216368577	1.960601202	2.5582	-0.597598798	119.6145127	78.98966	40.62485273	7.34331483	9.793628	-2.45031317
Sn0.988Bi0.01Se0.98Br0.02	0.00251125	422.567	0.499499499	0.500500501	14.122	16.02	1.410501002	1.1596	0.250901002	1.216368577	1.960601202	2.5582	-0.597598798	119.6145127	78.98966	40.62485273	7.34331483	9.793628	-2.45031317
Sn0.988Bi0.01Se0.98Br0.02	0.007521921	470.9405	0.499499499	0.500500501	14.122	16.02	1.410501002	1.1596	0.250901002	1.216368577	1.960601202	2.5582	-0.597598798	119.6145127	78.98966	40.62485273	7.34331483	9.793628	-2.45031317
Sn0.988Bi0.01Se0.98Br0.02	0.017173506	519.3565	0.499499499	0.500500501	14.122	16.02	1.410501002	1.1596	0.250901002	1.216368577	1.960601202	2.5582	-0.597598798	119.6145127	78.98966	40.62485273	7.34331483	9.793628	-2.45031317
Sn0.988Bi0.01Se0.98Br0.02	0.032028807	568.5361	0.499499499	0.500500501	14.122	16.02	1.410501002	1.1596	0.250901002	1.216368577	1.960601202	2.5582	-0.597598798	119.6145127	78.98966	40.62485273	7.34331483	9.793628	-2.45031317
Sn0.988Bi0.01Se0.98Br0.02	0.046628538	617.2826	0.499499499	0.500500501	14.122	16.02	1.410501002	1.1596	0.250901002	1.216368577	1.960601202	2.5582	-0.597598798	119.6145127	78.98966	40.62485273	7.34331483	9.793628	-2.45031317
Sn0.988Bi0.01Se0.98Br0.02	0.064140079	666.253	0.499499499	0.500500501	14.122	16.02	1.410501002	1.1596	0.250901002	1.216368577	1.960601202	2.5582	-0.597598798	119.6145127	78.98966	40.62485273	7.34331483	9.793628	-2.45031317
Sn0.988Bi0.01Se0.98Br0.02	0.081715713	715.3842	0.499499499	0.500500501	14.122	16.02	1.410501002	1.1596	0.250901002	1.216368577	1.960601202	2.5582	-0.597598798	119.6145127	78.98966	40.62485273	7.34331483	9.793628	-2.45031317
Sn0.988Bi0.01Se0.98Br0.02	0.091570479	764.5867	0.499499499	0.500500501	14.122	16.02	1.410501002	1.1596	0.250901002	1.216368577	1.960601202	2.5582	-0.597598798	119.6145127	78.98966	40.62485273	7.34331483	9.793628	-2.45031317
Sn0.984Bi0.021Se0.99Br0.01	0.000178926	302.31959	0.501246883	0.498753117	14.385	16.01	1.411044776	1.1598	0.251244776	1.216627674	1.961253731	2.5541	-0.592846269	120.5962465	78.98033	41.61591654	7.342679701	9.773014	-2.430334299
Sn0.984Bi0.021Se0.99Br0.01	0.00033814	324.00777	0.501246883	0.498753117	14.385	16.01	1.411044776	1.1598	0.251244776	1.216627674	1.961253731	2.5541	-0.592846269	120.5962465	78.98033	41.61591654	7.342679701	9.773014	-2.430334299
Sn0.984Bi0.021Se0.99Br0.01	0.000951056	364.44579	0.501246883	0.498753117	14.385	16.01	1.411044776	1.1598	0.251244776	1.216627674	1.961253731	2.5541	-0.592846269	120.5962465	78.98033	41.61591654	7.342679701	9.773014	-2.430334299
Sn0.984Bi0.021Se0.99Br0.01	0.002541755	408.143	0.501246883	0.498753117	14.385	16.01	1.411044776	1.1598	0.251244776	1.216627674	1.961253731	2.5541	-0.592846269	120.5962465	78.98033	41.61591654	7.342679701	9.773014	-2.430334299
Sn0.984Bi0.021Se0.99Br0.01	0.005573718	454.2699	0.501246883	0.498753117	14.385	16.01	1.411044776	1.1598	0.251244776	1.216627674	1.961253731	2.5541	-0.592846269	120.5962465	78.98033	41.61591654	7.342679701	9.773014	-2.430334299
Sn0.984Bi0.021Se0.99Br0.01	0.009946254	501.1962	0.501246883	0.498753117	14.385	16.01	1.411044776	1.1598	0.251244776	1.216627674	1.961253731	2.5541	-0.592846269	120.5962465	78.98033	41.61591654	7.342679701	9.773014	-2.430334299
Sn0.984Bi0.021Se0.99Br0.01	0.016736439	551.5735	0.501246883	0.498753117	14.385	16.01	1.411044776	1.1598	0.251244776	1.216627674	1.961253731	2.5541	-0.592846269	120.5962465	78.98033	41.61591654	7.342679701	9.773014	-2.430334299
Sn0.984Bi0.021Se0.99Br0.01	0.022912745	602.1925	0.501246883	0.498753117	14.385	16.01	1.411044776	1.1598	0.251244776	1.216627674	1.961253731	2.5541	-0.592846269	120.5962465	78.98033	41.61591654	7.342679701	9.773014	-2.430334299
Sn0.984Bi0.021Se0.99Br0.01	0.037081193	653.4059	0.501246883	0.498753117	14.385	16.01	1.411044776	1.1598	0.251244776	1.216627674	1.961253731	2.5541	-0.592846269	120.5962465	78.98033	41.61591654	7.342679701	9.773014	-2.430334299
Sn0.984Bi0.021Se0.99Br0.01	0.057269243	704.4038	0.501246883	0.498753117	14.385	16.01	1.411044776	1.1598	0.251244776	1.216627674	1.961253731	2.5541	-0.592846269	120.5962465	78.98033	41.61591654	7.342679701	9.773014	-2.430334299
Sn0.984Bi0.021Se0.99Br0.01	0.074073687	754.5463	0.501246883	0.498753117	14.385	16.01	1.411044776	1.1598	0.251244776	1.216627674	1.961253731	2.5541	-0.592846269	120.5962465	78.98033	41.61591654	7.342679701	9.773014	-2.430334299
Sn0.982Bi0.026Se0.994Br0.006	0.000185374	301.19047	0.501992032	0.498007968	14.502	16.006	1.411289683	1.15988	0.251409683	1.216754908	1.961547619	2.55246	-0.590912381	121.0384024	78.976598	42.0618044	7.342393651	9.7647684	-2.422374749
Sn0.982Bi0.026Se0.994Br0.006	0.000320293	321.25852	0.501992032	0.498007968	14.502	16.006	1.411289683	1.15988	0.251409683	1.216754908	1.961547619	2.55246	-0.590912381	121.0384024	78.976598	42.0618044	7.342393651	9.7647684	-2.422374749
Sn0.982Bi0.026Se0.994Br0.006	0.000947122	361.69624	0.501992032	0.498007968	14.502	16.006	1.411289683	1.15988	0.251409683	1.216754908	1.961547619	2.55246	-0.590912381	121.0384024	78.976598	42.0618044	7.342393651	9.7647684	-2.422374749
Sn0.982Bi0.026Se0.994Br0.006	0.002655348	405.9425	0.501992032	0.498007968	14.502	16.006	1.411289683	1.15988	0.251409683	1.216754908	1.961547619	2.55246	-0.590912381	121.0384024	78.976598	42.0618044	7.342393651	9.7647684	-2.422374749
Sn0.982Bi0.026Se0.994Br0.006	0.00578392	451.6871	0.501992032	0.498007968	14.502	16.006	1.411289683	1.15988	0.251409683	1.216754908	1.961547619	2.55246	-0.590912381	121.0384024	78.976598	42.0618044	7.342393651	9.7647684	-2.422374749
Sn0.982Bi0.026Se0.994Br0.006	0.00900139	500.0691	0.501992032	0.498007968	14.502	16.006	1.411289683	1.15988	0.251409683	1.216754908	1.961547619	2.55246	-0.590912381	121.0384024	78.976598	42.0618044	7.342393651	9.7647684	-2.422374749
Sn0.982Bi0.026Se0.994Br0.006	0.016629983	548.7681	0.501992032	0.498007968	14.502	16.006	1.411289683	1.15988	0.251409683	1.216754908	1.961547619	2.55246	-0.590912381	121.0384024	78.976598	42.0618044	7.342393651	9.7647684	-2.422374749
Sn0.982Bi0.026Se0.994Br0.006	0.021292111	599.9599	0.501992032	0.498007968	14.502	16.006	1.411289683	1.15988	0.251409683	1.216754908	1.961547619	2.55246	-0.590912381	121.0384024	78.976598	42.0618044	7.342393651	9.7647684	-2.422374749
Sn0.982Bi0.026Se0.994Br0.006	0.039991342	651.3992	0.501992032	0.498007968	14.502	16.006	1.411289683	1.15988	0.251409683	1.216754908	1.961547619	2.55246	-0.590912381	121.0384024	78.976598	42.0618044	7.342393651	9.7647684	-2.422374749
Sn0.982Bi0.026Se0.994Br0.006	0.06025026	702.7876	0.501992032	0.498007968	14.502	16.006	1.411289683	1.15988	0.251409683	1.216754908	1.961547619	2.55246	-0.590912381	121.0384024	78.976598	42.0618044	7.342393651	9.7647684	-2.422374749
Sn0.982Bi0.026Se0.994Br0.006	0.078526465	753.106	0.501992032	0.498007968	14.502	16.006	1.411289683	1.15988	0.251409683	1.216754908	1.961547619	2.55246	-0.590912381	121.0384024	78.976598	42.0618044	7.342393651	9.7647684	-2.422374749
Sn0.965Bi0.03Se0.994Br0.006	0.00013229	301.40265	0.498746867	0.501253133	14.38	16.006	1.411507538	1.15988	0.251627538	1.216942733	1.961809045	2.55246	-0.590650955	121.4317197	78.976598	42.4551217	7.342139196	9.7647684	-2.422629204
Sn0.965Bi0.03Se0.994Br0.006	0.000250539	321.96027	0.498746867	0.501253133	14.38	16.006	1.411507538	1.15988	0.251627538	1.216942733	1.961809045	2.55246	-0.590650955	121.4317197	78.976598	42.4551217	7.342139196	9.7647684	-2.422629204
Sn0.965Bi0.03Se0.994Br0.006	0.000785386	363.81996	0.498746867	0.501253133	14.38	16.006	1.411507538	1.15988	0.251627538	1.216942733	1.961809045	2.55246	-0.590650955	121.4317197	78.976598	42.4551217	7.342139196	9.7647684	-2.422629204
Sn0.965Bi0.03Se0.994Br0.006	0.001924194	408.0214	0.498746867	0.501253133	14.38	16.006	1.411507538	1.15988	0.251627538	1.216942733	1.961809045	2.55246	-0.590650955	121.4317197	78.976598	42.4551217	7.342139196	9.7647684	-2.422629204
Sn0.965Bi0.03Se0.994Br0.006	0.004693033	455.189	0.498746867	0.501253133	14.38	16.006	1.411507538	1.15988	0.251627538	1.216942733	1.961809045	2.55246	-0.590650955	121.4317197	78.976598	42.4551217	7.342139196	9.7647684	-2.422629204
Sn0.965Bi0.03Se0.994Br0.006	0.00955257	504.0415	0.498746867	0.501253133	14.38	16.006	1.411507538	1.15988	0.251627538	1.216942733	1.961809045	2.55246	-0.590650955	121.4317197	78.976598	42.4551217	7.342139196	9.7647684	-2.422629204
Sn0.965Bi0.03Se0.994Br0.006	0.017555827	553.4784	0.498746867	0.501253133	14.38	16.006	1.411507538	1.15988	0.251627538	1.216942733	1.961809045	2.55246	-0.590650955	121.4317197	78.976598	42.4551217	7.342139196	9.7647684	-2.422629204
Sn0.965Bi0.03Se0.994Br0.006	0.029109534	604.8357	0.498746867	0.501253133	14.38	16.006	1.411507538	1.15988	0.251627538	1.216942733	1.961809045	2.55246	-0.590650955	121.4317197	78.976598	42.4551217	7.342139196	9.7647684	-2.422629204
Sn0.965Bi0.03Se0.994Br0.006	0.036147061	656.2903	0.498746867	0.501253133	14.38	16.006	1.411507538	1.15988	0.251627538	1.216942733	1.961809045	2.55246	-0.590650955	121.4317197	78.976598	42.4551217	7.342139196	9.7647684	-2.422629204
Sn0.965Bi0.03Se0.994Br0.006	0.03120647	707.7311	0.498746867	0.501253133	14.38	16.006	1.411507538	1.15988	0.251627538	1.216942733	1.961809045	2.55246	-0.590650955	121.4317197	78.976598	42.4551217	7.342139196	9.7647684	-2.422629204
Sn0.965Bi0.03Se0.994Br0.006	0.039299393	757.8963	0.498746867	0.501253133	14.38	16.006	1.411507538	1.15988	0.251627538	1.216942733	1.961809045	2.55246	-0.590650955	121.4317197	78.976598	42.4551217	7.342139196	9.7647684	-2.422629204
Sn0.965Bi0.03Se0.994Br0.006	0.130304072	762.8836	0.498746867	0.501253133	14.38	16.006	1.411507538	1.15988	0.251627538	1.216942733	1.961809045	2.55246	-0.590650955	121.4317197	78.976598	42.4551217	7.342139196	9.7647684	-2.422629204
Sn0.987Bi0.007Se0.984Br0.016	4.94E-05	305.80197	0.498495486	0.501504514	14.021	16.016	1.410352113	1.15968	0.250672113	1.216156278	1.960422535	2.55656	-0.596137465	119.3457068	78.985928	40.35977883	7.343488732	9.7853824	-2.441893668
Sn0.987Bi0.007Se0.984Br0.016	0.000126844	327.25849	0.498495486	0.501504514	14.021	16.016	1.410352113	1.15968	0.250672113	1.216156278	1.960422535	2.55656	-0.596137465	119.3457068	78.985928	40.35977883	7.343488732	9.7853824	-2.441893668
Sn0.987Bi0.007Se0.984Br0.016	0.00066557	374.2175	0.498495486	0.501504514	14.021	16.016	1.410352113	1.15968	0.250672113	1.216156278	1.960422535	2.55656	-0.596137465	119.3457068	78.985928	40.35977883	7.343488732	9.7853824	-2.441893668
Sn0.987Bi0.007Se0.984Br0.016	0.002818504	422.1511	0.498495486	0.501504514	14.021	16.016	1.410352113	1.15968	0.250672113	1.216156278	1.960422535	2.55656	-0.596137465	119.3457068	78.985928	40.35977883	7.343488732	9.7853824	-2.441893668
Sn0.987Bi0.007Se0.984Br0.016	0.009324741	470.0642	0.498495486	0.501504514	14.021	16.016	1.410352113	1.15968	0.250672113	1.216156278	1.960422535	2.55656	-0.596137465	119.3457068	78.985928	40.35977883	7.343488732	9.7853824	-2.441893668
Sn0.987Bi0.007Se0.984Br0.016	0.023202685	518.0945	0.498495486	0.501504514	14.021	16.016	1.410352113	1.15968	0.250672113	1.216156278	1.960422535	2.55656	-0.596137465	119.3457068	78.985928	40.35977883	7.343488732	9.7853824	-2.441893668
Sn0.987Bi0.007Se0.984Br0.016	0.043243197	567.0897	0.498495486	0.501504514	14.021	16.016	1.410352113	1.15968	0.250672113	1.216156278	1.960422535	2.55656	-0.596137465	119.3457068	78.985928	40.35977883	7.343488732	9.7853824	-2.441893668
Sn0.987Bi0.007Se0.984Br0.016	0.068758427	615.7101	0.498495486	0.501504514	14.021	16.016	1.410352113	1.15968	0.250672113	1.216156278	1.960422535	2.55656	-0.596137465	119.3457068	78.985928	40.35977883	7.343488732	9.7853824	-2.441893668
Sn0.987Bi0.007Se0.984Br0.016	0.095811772	664.7059	0.498495486	0.501504514	14.021	16.016	1.410352113	1.15968	0.250672113	1.216156278	1.960422535	2.55656	-0.596137465	119.3457068	78.985928	40.35977883	7.343488732	9.7853824	-2.441893668
Sn0.987Bi0.007Se0.984Br0.016	0.119294108	713.8921	0.498495486	0.501504514	14.021	16.016	1.410352113	1.15968	0.250672113	1.216156278	1.960422535	2.55656	-0.596137465	119.3457068	78.985928	40.35977883	7.343488732	9.7853824	-2.441893668
Sn0.987Bi0.007Se0.984Br0.016	0.130304072	762.8836	0.498495486	0.501504514	14.021	16.016	1.410352113	1.15968	0.250672113	1.216156278	1.960422535	2.55656	-0.596137465	119.3457068	78.985928	40.35977883	7.343488732	9.7853824	-2.441893668
Sn0.991Bi0.004Se0.992Br0.008	0.000201514	321.98126	0.498746867	0.501253133	13.99	16.008	1.410201005	1.15984	0.250361005	1.215858226	1.960241206	2.55328	-0.593038794	119.072896	78.978464	40.09443196	7.343665226	9.7688912	-2.425225974
Sn0.991Bi0.004Se0.992Br0.008	0.000704511	362.23449	0.498746867	0.501253133	13.99	16.008	1.410201005	1.15984	0.250361005	1.215858226	1.960241206	2.55328	-0.593038794	119.072896	78.978464	40.09443196	7.343665226	9.7688912	-2.425225974
Sn0.991Bi0.004Se0.992Br0.008	0.002468487	406.9048	0.498746867	0.501253133	13.99	16.008	1.410201005	1.15984	0.250361005	1.215858226	1.960241206	2.55328	-0.593038794	119.072896	78.978464	40.09443196	7.343665226	9.7688912	-2.425225974
Sn0.991Bi0.004Se0.992Br0.008	0.005659661	453.3996	0.498746867	0.501253133	13.99	16.008	1.410201005	1.15984	0.250361005	1.215858226	1.960241206	2.55328	-0.593038794	119.072896	78.978464	40.09443196	7.343665226	9.7688912	-2.425225974
Sn0.991Bi0.004Se0.992Br0.008	0.0123214	501.8466	0.498746867	0.501253133	13.99	16.008	1.410201005	1.15984	0.250361005	1.215858226	1.960241206	2.55328	-0.593038794	119.072896	78.978464	40.09443196	7.343665226	9.7688912	-2.425225974
Sn0.991Bi0.004Se0.992Br0.008	0.022434956	550.3045	0.498746867	0.501253133	13.99	16.008	1.410201005	1.15984	0.250361005	1.215858226	1.960241206	2.55328	-0.593038794	119.072896	78.978464	40.09443196	7.343665226	9.7688912	-2.425225974
Sn0.991Bi0.004Se0.992Br0.008	0.03521599	601.1967	0.498746867	0.501253133	13.99	16.008	1.410201005	1.15984	0.250361005	1.215858226	1.960241206	2.55328	-0.593038794	119.072896	78.978464	40.09443196	7.343665226	9.7688912	-2.425225974
Sn0.991Bi0.004Se0.992Br0.008	0.054078644	652.4003	0.498746867	0.501253133	13.99	16.008	1.410201005	1.15984	0.250361005	1.215858226	1.960241206	2.55328	-0.593038794	119.072896	78.978464	40.09443196	7.343665226	9.7688912	-2.425225974
Sn0.991Bi0.004Se0.992Br0.008	0.065140056	703.5963	0.498746867	0.501253133	13.99	16.008	1.410201005	1.15984	0.250361005	1.215858226	1.960241206	2.55328	-0.593038794	119.072896	78.978464	40.09443196	7.343665226	9.7688912	-2.425225974
Sn0.991Bi0.004Se0.992Br0.008	0.080721846	753.5019	0.498746867	0.501253133	13.99	16.008	1.410201005	1.15984	0.250361005	1.215858226	1.960241206	2.55328	-0.593038794	119.072896	78.978464	40.09443196	7.343665226	9.7688912	-2.425225974
Sn0.983Bi0.006Se0.977Br0.023	6.13E-05	303.71472	0.497234791	0.502765209	13.936	16.023	1.410303337	1.15954	0.250763337	1.216261049	1.960364004	2.55943	-0.599065996	119.2576463	78.992459	40.26518733	7.343545703	9.7998122	-2.456266497
Sn0.983Bi0.006Se0.977Br0.023	0.000213452	321.29061	0.497234791	0.502765209	13.936	16.023	1.410303337	1.15954	0.250763337	1.216261049	1.960364004	2.55943	-0.599065996	119.2576463	78.992459	40.26518733	7.343545703	9.7998122	-2.456266497
Sn0.983Bi0.006Se0.977Br0.023	0.000148944	325.75655	0.497234791	0.502765209	13.936	16.023	1.410303337	1.15954	0.250763337	1.216261049	1.960364004	2.55943	-0.599065996	119.2576463	78.992459	40.26518733	7.343545703	9.7998122	-2.456266497
Sn0.983Bi0.006Se0.977Br0.023	0.000199654	412.4752	0.497234791	0.502765209	13.936	16.023	1.410303337	1.15954	0.250763337	1.216261049	1.960364004	2.55943	-0.599065996	119.2576463	78.992459	40.26518733	7.343545703	9.7998122	-2.456266497
Sn0.983Bi0.006Se0.977Br0.023	1.20E-06	482.5265	0.497234791	0.502765209	13.936	16.023	1.410303337	1.15954	0.250763337	1.216261049	1.960364004	2.55943	-0.599065996	119.2576463	78.992459	40.26518733	7.343545703	9.7998122	-2.456266497
