     Index              y_true              y_pred        descriptor_1
       422    0.5540000000E+00    0.5612001411E+00    0.3613267892E+03
       423    0.7590000000E+00    0.5692073851E+00    0.3622350153E+03
       424    0.7800000000E+00    0.6206813997E+00    0.3680734840E+03
       425    0.4730000000E+00    0.4686979545E+00    0.3508346773E+03
       426    0.4360000000E+00    0.4915744102E+00    0.3534294520E+03
       427    0.4860000000E+00    0.4275789008E+00    0.3461707258E+03
       428    0.2770000000E+00    0.4275789008E+00    0.3461707258E+03
       429    0.4580000000E+00    0.5583736299E+00    0.3610061906E+03
       430    0.5040000000E+00    0.5549709479E+00    0.3606202395E+03
       431    0.5069000000E+00    0.5539452028E+00    0.3605038938E+03
       432    0.5745000000E+00    0.5967204670E+00    0.3653557019E+03
       433    0.4813700000E+00    0.5530134728E+00    0.3603982118E+03
       434    0.1480000000E+00    0.4675724444E+00    0.3507070157E+03
       435    0.3560000000E+00    0.5544818094E+00    0.3605647587E+03
       436    0.5830000000E+00    0.5505097460E+00    0.3601142252E+03
       437    0.4210000000E+00    0.5491099997E+00    0.3599554582E+03
       438    0.1048000000E+01    0.5582562410E+00    0.3609928757E+03
       439    0.4135800000E+00    0.3797690173E+00    0.3407478632E+03
       440    0.4135000000E+00    0.3797690173E+00    0.3407478632E+03
       441    0.5279900000E+00    0.5314168080E+00    0.3579485981E+03
       442    0.4640000000E+00    0.4982741561E+00    0.3541893744E+03
       443    0.4766000000E+00    0.4259095945E+00    0.3459813838E+03
       444    0.4167000000E+00    0.3890334321E+00    0.3417986846E+03
       445    0.4584000000E+00    0.3866183512E+00    0.3415247527E+03
       446    0.3109000000E+00    0.6744515565E+00    0.3741723939E+03
       447    0.4997000000E+00    0.4070051916E+00    0.3438371414E+03
       448    0.4780000000E+00    0.4948418326E+00    0.3538000612E+03
       449    0.5150000000E+00    0.5769141501E+00    0.3631091594E+03
       450    0.4660000000E+00    0.4270855244E+00    0.3461147643E+03
       451    0.5270000000E+00    0.4833015118E+00    0.3524910939E+03
       452    0.4610000000E+00    0.5758583686E+00    0.3629894068E+03
       453    0.4530000000E+00    0.4543263757E+00    0.3492045730E+03
       454    0.4670000000E+00    0.4968400781E+00    0.3540267133E+03
       455    0.8120000000E+00    0.7592962139E+00    0.3837959463E+03
       456    0.4560000000E+00    0.4968659338E+00    0.3540296460E+03
       457    0.4582000000E+00    0.4022144908E+00    0.3432937535E+03
       458    0.3986000000E+00    0.4267018189E+00    0.3460712423E+03
       459    0.4311000000E+00    0.4446898605E+00    0.3481115459E+03
       460    0.4614000000E+00    0.4969242134E+00    0.3540362564E+03
       461    0.4798000000E+00    0.4992257168E+00    0.3542973057E+03
       462    0.5131000000E+00    0.5144284601E+00    0.3560216853E+03
       463    0.4494000000E+00    0.4238950520E+00    0.3457528832E+03
       464    0.4880000000E+00    0.4253890178E+00    0.3459223371E+03
       465    0.4712000000E+00    0.4621014049E+00    0.3500864600E+03
       466    0.5141000000E+00    0.4916969946E+00    0.3534433562E+03
       467    0.4623000000E+00    0.5319559475E+00    0.3580097503E+03
       468    0.4850000000E+00    0.4400676931E+00    0.3475872740E+03
       469    0.6250000000E+00    0.4744605447E+00    0.3514883023E+03
       470    0.4610000000E+00    0.5214698785E+00    0.3568203621E+03
       471    0.5020000000E+00    0.6266274671E+00    0.3687479200E+03
       472    0.4850000000E+00    0.4542866325E+00    0.3492000651E+03
       473    0.4120000000E+00    0.4543263757E+00    0.3492045730E+03
       474    0.4640000000E+00    0.4968400781E+00    0.3540267133E+03
       475    0.5280000000E+00    0.4613291980E+00    0.3499988720E+03
       476    0.6041100000E+00    0.4727513267E+00    0.3512944333E+03
       477    0.5103000000E+00    0.5002480525E+00    0.3544132647E+03
       478    0.4107000000E+00    0.4923134606E+00    0.3535132792E+03
       479    0.4454000000E+00    0.4704994894E+00    0.3510390174E+03
       480    0.5158000000E+00    0.5472953170E+00    0.3597496268E+03
       481    0.4365000000E+00    0.4007241176E+00    0.3431247071E+03
       482    0.6326000000E+00    0.5364419754E+00    0.3585185805E+03
       483    0.6420000000E+00    0.5934865159E+00    0.3649888892E+03
       484    0.7230000000E+00    0.7155070751E+00    0.3788291389E+03
       485    0.6640000000E+00    0.6589731029E+00    0.3724167417E+03
       486    0.6962000000E+00    0.7484152912E+00    0.3825617716E+03
       487    0.7440000000E+00    0.7850283418E+00    0.3867146272E+03
       488    0.4630000000E+00    0.4879305418E+00    0.3530161442E+03
       489    0.6494000000E+00    0.5769163683E+00    0.3631094110E+03
       490    0.3513000000E+00    0.5056375919E+00    0.3550245762E+03
       491    0.7150000000E+00    0.7207541333E+00    0.3794242894E+03
       492    0.5980000000E+00    0.5936794716E+00    0.3650107753E+03
       493    0.6320000000E+00    0.5211058838E+00    0.3567790758E+03
       494    0.7420000000E+00    0.7170154979E+00    0.3790002326E+03
       495    0.6520000000E+00    0.6042881699E+00    0.3662140728E+03
       496    0.6690000000E+00    0.6073458794E+00    0.3665608952E+03
       497    0.5140000000E+00    0.4959001435E+00    0.3539201007E+03
       498    0.5281000000E+00    0.5060528485E+00    0.3550716769E+03
       499    0.3902000000E+00    0.5297573777E+00    0.3577603763E+03
       500    0.4550000000E+00    0.4692354938E+00    0.3508956480E+03
       501    0.5386900000E+00    0.4784606062E+00    0.3519420115E+03
       502    0.4611000000E+00    0.5046873705E+00    0.3549167968E+03
       503    0.5202200000E+00    0.5366020918E+00    0.3585367418E+03
       504    0.6556000000E+00    0.4823916040E+00    0.3523878871E+03
       505    0.4496080000E+00    0.4231757132E+00    0.3456712918E+03
       506    0.4720000000E+00    0.5221046067E+00    0.3568923565E+03
       507    0.7590000000E+00    0.6547426541E+00    0.3719369007E+03
       508    0.2920000000E+00    0.4465254556E+00    0.3483197493E+03
       509    0.4427000000E+00    0.5227414967E+00    0.3569645961E+03
       510    0.4430000000E+00    0.4662139860E+00    0.3505529318E+03
       511    0.4762000000E+00    0.4907027098E+00    0.3533305789E+03
       512    0.4658400000E+00    0.4423838537E+00    0.3478499858E+03
       513    0.6056000000E+00    0.7144358526E+00    0.3787076349E+03
       514    0.1617000000E+00    0.4264524483E+00    0.3460429573E+03
       515    0.1935000000E+00    0.4245442064E+00    0.3458265139E+03
       516    0.3310000000E+00    0.4203588101E+00    0.3453517830E+03
       517    0.3720000000E+00    0.4854376433E+00    0.3527333858E+03
       518    0.1048000000E+01    0.3946344582E+00    0.3424339841E+03
       519    0.3180000000E+00    0.3475921107E+00    0.3370981797E+03
       520    0.3810000000E+00    0.3475921107E+00    0.3370981797E+03
       521    0.8822000000E+00    0.8982893662E+00    0.3995613218E+03
       522    0.5880000000E+00    0.6255018548E+00    0.3686202468E+03
       523    0.8148000000E+00    0.8041840170E+00    0.3888873703E+03
       524    0.5556000000E+00    0.6111498793E+00    0.3669923660E+03
       525    0.4584000000E+00    0.3704648759E+00    0.3396925358E+03
       526    0.2950000000E+00    0.6085567846E+00    0.3666982428E+03
       527    0.4694000000E+00    0.3756541148E+00    0.3402811281E+03
       528    0.4310000000E+00    0.4606612206E+00    0.3499231063E+03
       529    0.4050000000E+00    0.4205089641E+00    0.3453688143E+03
       530    0.4190000000E+00    0.3423035168E+00    0.3364983180E+03
       531    0.4650000000E+00    0.3959700417E+00    0.3425854734E+03
       532    0.3380000000E+00    0.4832632991E+00    0.3524867596E+03
       533    0.4210000000E+00    0.4289216688E+00    0.3463230300E+03
       534    0.4210000000E+00    0.4687651757E+00    0.3508423019E+03
       535    0.4530000000E+00    0.4267546289E+00    0.3460772323E+03
       536    0.4560000000E+00    0.3862996752E+00    0.3414886067E+03
       537    0.7382000000E+00    0.6472142775E+00    0.3710829904E+03
       538    0.6145000000E+00    0.5812413081E+00    0.3635999697E+03
       539    0.7056000000E+00    0.8246447173E+00    0.3912081366E+03
       540    0.6674000000E+00    0.6526712832E+00    0.3717019543E+03
       541    0.3817000000E+00    0.4097375838E+00    0.3441470645E+03
       542    0.6365000000E+00    0.6077960769E+00    0.3666119591E+03
       543    0.6385000000E+00    0.6053853926E+00    0.3663385259E+03
       544    0.8663000000E+00    0.8628161257E+00    0.3955377498E+03
       545    0.5762000000E+00    0.6195983986E+00    0.3679506440E+03
       546    0.4709000000E+00    0.4370797060E+00    0.3472483599E+03
       547    0.5421000000E+00    0.6263502218E+00    0.3687164733E+03
       548    0.6770000000E+00    0.6288555444E+00    0.3690006409E+03
       549    0.9101000000E+00    0.7858929759E+00    0.3868126988E+03
       550    0.6150000000E+00    0.7284232463E+00    0.3802941628E+03
       551    0.4390000000E+00    0.5329653567E+00    0.3581242431E+03
       552    0.3600000000E+00    0.4284218449E+00    0.3462663372E+03
       553    0.3820000000E+00    0.4284612549E+00    0.3462708073E+03
       554    0.4170000000E+00    0.4687651757E+00    0.3508423019E+03
       555    0.4810000000E+00    0.4144599023E+00    0.3446826961E+03
       556    0.9940000000E+00    0.9175943446E+00    0.4017509997E+03
       557    0.6571000000E+00    0.7275987187E+00    0.3802006403E+03
       558    0.4745000000E+00    0.5702725084E+00    0.3623558275E+03
       559    0.7272000000E+00    0.7629245303E+00    0.3842074901E+03
       560    0.7300000000E+00    0.7209677078E+00    0.3794485142E+03
       561    0.8263000000E+00    0.6659374426E+00    0.3732066758E+03
       562    0.6878000000E+00    0.5749318481E+00    0.3628843157E+03
       563    0.7468000000E+00    0.6756114697E+00    0.3743039577E+03
       564    0.6999000000E+00    0.6866237605E+00    0.3755530329E+03
       565    0.4937000000E+00    0.4807743476E+00    0.3522044489E+03
       566    0.4652000000E+00    0.4827255948E+00    0.3524257702E+03
       567    0.5476000000E+00    0.5790415560E+00    0.3633504616E+03
       568    0.5017000000E+00    0.5352038840E+00    0.3583781493E+03
       569    0.6067000000E+00    0.5382530866E+00    0.3587240068E+03
       570    0.4665000000E+00    0.6066815000E+00    0.3664855376E+03
       571    0.5290000000E+00    0.5233198523E+00    0.3570301964E+03
       572    0.5680000000E+00    0.5572594701E+00    0.3608798164E+03
       573    0.7390000000E+00    0.5962404191E+00    0.3653012522E+03
       574    0.5720000000E+00    0.5592086507E+00    0.3611009033E+03
       575    0.5630000000E+00    0.5259553756E+00    0.3573291321E+03
       576    0.8870000000E+00    0.8057891447E+00    0.3890694328E+03
       577    0.6800000000E+00    0.7161126617E+00    0.3788978279E+03
       578    0.6790000000E+00    0.7305088909E+00    0.3805307282E+03
       579    0.4327000000E+00    0.6077863665E+00    0.3666108577E+03
       580    0.7130000000E+00    0.7189086771E+00    0.3792149675E+03
       581    0.7190000000E+00    0.6588701613E+00    0.3724050655E+03
       582    0.5766000000E+00    0.6654582437E+00    0.3731523224E+03
       583    0.5021000000E+00    0.5065155475E+00    0.3551241588E+03
       584    0.4270000000E+00    0.4599231277E+00    0.3498393877E+03
       585    0.5620000000E+00    0.4658723390E+00    0.3505141803E+03
       586    0.4730000000E+00    0.3964194863E+00    0.3426364519E+03
       587    0.3900000000E+00    0.4654709780E+00    0.3504686557E+03
       588    0.4400000000E+00    0.4109444564E+00    0.3442839547E+03
       589    0.5874800000E+00    0.4272245098E+00    0.3461305288E+03
       590    0.4736000000E+00    0.4261498278E+00    0.3460086324E+03
       591    0.4608900000E+00    0.4248123902E+00    0.3458569328E+03
       592    0.5279000000E+00    0.5180824594E+00    0.3564361422E+03
       593    0.4503000000E+00    0.5188164827E+00    0.3565193992E+03
       594    0.1617000000E+00    0.3949722675E+00    0.3424723003E+03
       595    0.1833000000E+00    0.4082639626E+00    0.3439799182E+03
       596    0.3470000000E+00    0.4392202342E+00    0.3474911505E+03
       597    0.3470000000E+00    0.4587665753E+00    0.3497082051E+03
       598    0.9240000000E+00    0.4266742687E+00    0.3460681174E+03
       599    0.3340000000E+00    0.3464188636E+00    0.3369651035E+03
       600    0.3650000000E+00    0.3199762019E+00    0.3339658299E+03
       601    0.4660000000E+00    0.4974522540E+00    0.3540961497E+03
       602    0.6500000000E+00    0.6884583082E+00    0.3757611175E+03
       603    0.5073700000E+00    0.3943630044E+00    0.3424031943E+03
       604    0.4167000000E+00    0.3728670004E+00    0.3399649981E+03
       605    0.4431000000E+00    0.3558251433E+00    0.3380320160E+03
       606    0.2331000000E+00    0.4267411073E+00    0.3460756986E+03
       607    0.4845700000E+00    0.3903912531E+00    0.3419526962E+03
       608    0.4050000000E+00    0.4485148882E+00    0.3485454018E+03
       609    0.3880000000E+00    0.3089795531E+00    0.3327185289E+03
       610    0.4650000000E+00    0.4199013409E+00    0.3452998943E+03
       611    0.3070000000E+00    0.4492095650E+00    0.3486241959E+03
       612    0.3890000000E+00    0.4427787506E+00    0.3478947772E+03
       613    0.4990000000E+00    0.4529924700E+00    0.3490532740E+03
       614    0.4870000000E+00    0.4028381333E+00    0.3433644905E+03
       615    0.4858000000E+00    0.4272966531E+00    0.3461387117E+03
       616    0.4570000000E+00    0.4896045093E+00    0.3532060149E+03
       617    0.4172000000E+00    0.4627333798E+00    0.3501581421E+03
       618    0.4036000000E+00    0.4352618449E+00    0.3470421680E+03
       619    0.3958000000E+00    0.4243010443E+00    0.3457989331E+03
       620    0.5223000000E+00    0.5124665354E+00    0.3557991529E+03
       621    0.6851000000E+00    0.6755511350E+00    0.3742971142E+03
       622    0.4888000000E+00    0.4914305088E+00    0.3534131299E+03
       623    0.4944000000E+00    0.4622990147E+00    0.3501088740E+03
       624    0.4316000000E+00    0.4973539014E+00    0.3540849940E+03
       625    0.5250000000E+00    0.5004270351E+00    0.3544335659E+03
       626    0.8240000000E+00    0.7072778705E+00    0.3778957368E+03
       627    0.5550000000E+00    0.6620199559E+00    0.3727623327E+03
       628    0.4550000000E+00    0.4688719197E+00    0.3508544094E+03
       629    0.3860000000E+00    0.4427787506E+00    0.3478947772E+03
       630    0.4970000000E+00    0.4350202777E+00    0.3470147681E+03
       631    0.6040000000E+00    0.4728335586E+00    0.3513037605E+03
       632    0.4968000000E+00    0.4746842492E+00    0.3515136761E+03
       633    0.4107000000E+00    0.4929086845E+00    0.3535807928E+03
       634    0.6617000000E+00    0.6816308442E+00    0.3749867086E+03
       635    0.6527000000E+00    0.6532192549E+00    0.3717641083E+03
       636    0.7254000000E+00    0.5986528940E+00    0.3655748885E+03
       637    0.5460000000E+00    0.4674550106E+00    0.3506936957E+03
       638    0.5200000000E+00    0.4921354302E+00    0.3534930860E+03
       639    0.4670000000E+00    0.4679446789E+00    0.3507492366E+03
       640    0.5130000000E+00    0.4962374669E+00    0.3539583618E+03
       641    0.5055000000E+00    0.5427499859E+00    0.3592340701E+03
       642    0.4814000000E+00    0.4920836341E+00    0.3534872110E+03
       643    0.4850000000E+00    0.5163170600E+00    0.3562359008E+03
       644    0.5745000000E+00    0.5058147593E+00    0.3550446715E+03
       645    0.4267000000E+00    0.5719257469E+00    0.3625433470E+03
       646    0.5290000000E+00    0.4938086219E+00    0.3536828687E+03
       647    0.5080000000E+00    0.4671862246E+00    0.3506632085E+03
       648    0.1232000000E+01    0.9167224026E+00    0.4016520992E+03
       649    0.5353000000E+00    0.4974408483E+00    0.3540948560E+03
       650    0.5410000000E+00    0.5984706052E+00    0.3655542123E+03
       651    0.5900000000E+00    0.6110046148E+00    0.3669758893E+03
       652    0.3567000000E+00    0.4747412187E+00    0.3515201379E+03
       653    0.5760000000E+00    0.6027560107E+00    0.3660402868E+03
       654    0.5390000000E+00    0.4525229444E+00    0.3490000178E+03
       655    0.4613000000E+00    0.5049295743E+00    0.3549442689E+03
       656    0.4887000000E+00    0.4806840858E+00    0.3521942109E+03
       657    0.6436000000E+00    0.4354867105E+00    0.3470676735E+03
       658    0.4119000000E+00    0.3685184874E+00    0.3394717656E+03
       659    0.4430000000E+00    0.4275789008E+00    0.3461707258E+03
       660    0.4860000000E+00    0.4682315419E+00    0.3507817742E+03
       661    0.4150000000E+00    0.4682315419E+00    0.3507817742E+03
       662    0.3969000000E+00    0.4682315419E+00    0.3507817742E+03
       663    0.5041000000E+00    0.4095152626E+00    0.3441218476E+03
       664    0.4979000000E+00    0.4085364453E+00    0.3440108247E+03
       665    0.9780000000E+00    0.9219840643E+00    0.4022489061E+03
       666    0.5435000000E+00    0.6500629856E+00    0.3714061067E+03
       667    0.1480000000E+00    0.4927655174E+00    0.3535645540E+03
       668    0.2030000000E+00    0.4437870983E+00    0.3480091496E+03
       669    0.3780000000E+00    0.4608254023E+00    0.3499417287E+03
       670    0.5820000000E+00    0.7050342579E+00    0.3776412538E+03
       671    0.8780000000E+00    0.4677972545E+00    0.3507325149E+03
       672    0.3022000000E+00    0.3199762019E+00    0.3339658299E+03
       673    0.3340000000E+00    0.2772984025E+00    0.3291250768E+03
       674    0.5880000000E+00    0.6266516213E+00    0.3687506597E+03
       675    0.5260000000E+00    0.5323265254E+00    0.3580517833E+03
       676    0.4278000000E+00    0.4267411073E+00    0.3460756986E+03
       677    0.2487000000E+00    0.4520655854E+00    0.3489481416E+03
       678    0.4390000000E+00    0.4470419212E+00    0.3483783297E+03
       679    0.3900000000E+00    0.3747033731E+00    0.3401732897E+03
       680    0.2920000000E+00    0.4205015866E+00    0.3453679775E+03
       681    0.5150000000E+00    0.4795870323E+00    0.3520697770E+03
       682    0.4710000000E+00    0.4677128361E+00    0.3507229397E+03
       683    0.5211000000E+00    0.4564858212E+00    0.3494495093E+03
       684    0.4056000000E+00    0.4159131515E+00    0.3448475317E+03
       685    0.3852000000E+00    0.4339691697E+00    0.3468955456E+03
       686    0.7591000000E+00    0.7392475795E+00    0.3815219188E+03
       687    0.4494000000E+00    0.4240397487E+00    0.3457692955E+03
       688    0.5078000000E+00    0.4511332532E+00    0.3488423913E+03
       689    0.4504000000E+00    0.4370266447E+00    0.3472423414E+03
       690    0.4368000000E+00    0.4152659093E+00    0.3447741179E+03
       691    0.3879000000E+00    0.4432740613E+00    0.3479509581E+03
       692    0.4970000000E+00    0.4704029353E+00    0.3510280657E+03
       693    0.7563000000E+00    0.6414448052E+00    0.3704285848E+03
       694    0.4480000000E+00    0.5306567227E+00    0.3578623850E+03
       695    0.4390000000E+00    0.4428734585E+00    0.3479055195E+03
       696    0.3870000000E+00    0.4627693672E+00    0.3501622240E+03
       697    0.3855000000E+00    0.4103167063E+00    0.3442127518E+03
       698    0.4621100000E+00    0.5084224547E+00    0.3553404508E+03
       699    0.4365000000E+00    0.4010829116E+00    0.3431654035E+03
       700    0.5600000000E+00    0.4780855215E+00    0.3518994673E+03
       701    0.6218000000E+00    0.5764195940E+00    0.3630530641E+03
       702    0.6563000000E+00    0.6509349558E+00    0.3715050104E+03
       703    0.4915000000E+00    0.4577591665E+00    0.3495939392E+03
       704    0.4526000000E+00    0.4591403870E+00    0.3497506049E+03
       705    0.4777800000E+00    0.4805650623E+00    0.3521807106E+03
       706    0.4749000000E+00    0.5038359318E+00    0.3548202219E+03
       707    0.5508000000E+00    0.4783611507E+00    0.3519307307E+03
       708    0.3242000000E+00    0.4783020767E+00    0.3519240302E+03
       709    0.4860000000E+00    0.4681344871E+00    0.3507707657E+03
       710    0.5230000000E+00    0.4930880532E+00    0.3536011378E+03
       711    0.6160000000E+00    0.4931504131E+00    0.3536082110E+03
       712    0.4950000000E+00    0.4680474467E+00    0.3507608931E+03
       713    0.5048000000E+00    0.4700237245E+00    0.3509850535E+03
       714    0.6110000000E+00    0.5292235448E+00    0.3576998260E+03
       715    0.5250000000E+00    0.5197347828E+00    0.3566235579E+03
       716    0.5460000000E+00    0.5333019687E+00    0.3581624235E+03
       717    0.3750000000E+00    0.5004440269E+00    0.3544354932E+03
       718    0.6520000000E+00    0.6512814747E+00    0.3715443145E+03
       719    0.6140000000E+00    0.5639657559E+00    0.3616404806E+03
       720    0.4567000000E+00    0.4568974815E+00    0.3494962021E+03
       721    0.4783000000E+00    0.4585726155E+00    0.3496862051E+03
       722    0.6558000000E+00    0.4224481770E+00    0.3455887706E+03
       723    0.4140000000E+00    0.3803102498E+00    0.3408092528E+03
       724    0.4790000000E+00    0.4320889867E+00    0.3466822848E+03
       725    0.3050000000E+00    0.4312764406E+00    0.3465901213E+03
       726    0.4270000000E+00    0.4272776107E+00    0.3461365518E+03
       727    0.5350000000E+00    0.3947970750E+00    0.3424524290E+03
       728    0.5070000000E+00    0.3935447506E+00    0.3423103834E+03
       729    0.4350000000E+00    0.4904436289E+00    0.3533011925E+03
       730    0.1617000000E+00    0.4097712181E+00    0.3441508795E+03
       731    0.5413000000E+00    0.4021640277E+00    0.3432880297E+03
       732    0.3650000000E+00    0.3250368974E+00    0.3345398421E+03
       733    0.4766000000E+00    0.4276991850E+00    0.3461843691E+03
       734    0.4432000000E+00    0.3577743478E+00    0.3382531056E+03
       735    0.4694000000E+00    0.3776162881E+00    0.3405036887E+03
       736    0.4970000000E+00    0.4888853143E+00    0.3531244398E+03
       737    0.4650000000E+00    0.3747626640E+00    0.3401800148E+03
       738    0.3380000000E+00    0.4833750014E+00    0.3524994295E+03
       739    0.3900000000E+00    0.4078956364E+00    0.3439381406E+03
       740    0.4555000000E+00    0.3718605685E+00    0.3398508430E+03
       741    0.4385000000E+00    0.3805647974E+00    0.3408381250E+03
       742    0.3767000000E+00    0.3807461674E+00    0.3408586970E+03
       743    0.3719000000E+00    0.3695853475E+00    0.3395927748E+03
       744    0.3850000000E+00    0.4338185661E+00    0.3468784633E+03
       745    0.4033000000E+00    0.4346344572E+00    0.3469710062E+03
       746    0.4250000000E+00    0.4491321821E+00    0.3486154187E+03
       747    0.4521000000E+00    0.4024106564E+00    0.3433160037E+03
       748    0.4634000000E+00    0.4032814417E+00    0.3434147730E+03
       749    0.4207000000E+00    0.4153385217E+00    0.3447823540E+03
       750    0.3749000000E+00    0.4217439451E+00    0.3455088927E+03
       751    0.4551000000E+00    0.4229423628E+00    0.3456448239E+03
       752    0.7578000000E+00    0.6429844018E+00    0.3706032144E+03
       753    0.3734000000E+00    0.4519068963E+00    0.3489301422E+03
       754    0.5695000000E+00    0.4503762986E+00    0.3487565333E+03
       755    0.4787000000E+00    0.4520068852E+00    0.3489414835E+03
       756    0.3564000000E+00    0.4151316636E+00    0.3447588910E+03
       757    0.3696000000E+00    0.3859785068E+00    0.3414521780E+03
       758    0.3699000000E+00    0.4237986258E+00    0.3457419460E+03
       759    0.4312000000E+00    0.3781495101E+00    0.3405641697E+03
       760    0.4893000000E+00    0.4553323642E+00    0.3493186778E+03
       761    0.4694000000E+00    0.4547872816E+00    0.3492568515E+03
       762    0.4915000000E+00    0.4575254282E+00    0.3495674273E+03
       763    0.4526000000E+00    0.4590931498E+00    0.3497452470E+03
       764    0.4777000000E+00    0.4577135683E+00    0.3495887672E+03
       765    0.4470000000E+00    0.4539581871E+00    0.3491628110E+03
       766    0.5340000000E+00    0.4553820391E+00    0.3493243122E+03
       767    0.3056000000E+00    0.4552745994E+00    0.3493121258E+03
       768    0.5069600000E+00    0.4529864423E+00    0.3490525903E+03
       769    0.4950000000E+00    0.4506221558E+00    0.3487844198E+03
       770    0.1132300000E+01    0.9067113650E+00    0.4005165917E+03
       771    0.5698000000E+00    0.5038375479E+00    0.3548204052E+03
       772    0.4870000000E+00    0.4115345298E+00    0.3443508841E+03
       773    0.5282560000E+00    0.5063786630E+00    0.3551086326E+03
       774    0.4550000000E+00    0.4532263362E+00    0.3490798004E+03
       775    0.5356000000E+00    0.4564935276E+00    0.3494503834E+03
       776    0.4790000000E+00    0.4586991161E+00    0.3497005535E+03
